left_eye_center_x,left_eye_center_y,right_eye_center_x,right_eye_center_y,left_eye_inner_corner_x,left_eye_inner_corner_y,left_eye_outer_corner_x,left_eye_outer_corner_y,right_eye_inner_corner_x,right_eye_inner_corner_y,right_eye_outer_corner_x,right_eye_outer_corner_y,left_eyebrow_inner_end_x,left_eyebrow_inner_end_y,left_eyebrow_outer_end_x,left_eyebrow_outer_end_y,right_eyebrow_inner_end_x,right_eyebrow_inner_end_y,right_eyebrow_outer_end_x,right_eyebrow_outer_end_y,nose_tip_x,nose_tip_y,mouth_left_corner_x,mouth_left_corner_y,mouth_right_corner_x,mouth_right_corner_y,mouth_center_top_lip_x,mouth_center_top_lip_y,mouth_center_bottom_lip_x,mouth_center_bottom_lip_y
68,39,26,34,56,38,76,40,35,35,20,35,53,32,82,26,40,32,18,32,44,60,64,77,29,73,51,74,51,82
64,36,29,40,56,38,71,36,37,40,22,41,53,30,82,29,39,32,16,33,47,60,66,72,32,74,45,69,45,80
66,38,28,38,59,39,73,39,36,39,20,39,58,32,76,31,40,32,14,27,48,56,66,74,30,75,45,72,51,85
64,37,30,37,57,38,71,37,37,38,22,39,56,29,76,29,38,29,17,30,49,58,66,72,32,73,51,72,51,82
66,35,32,34,56,36,72,35,38,34,25,35,53,29,80,28,39,26,18,27,44,55,66,72,35,73,48,69,51,79
66,39,26,34,56,34,73,40,34,34,19,35,57,32,77,32,36,26,18,27,44,56,66,72,29,73,45,69,51,79
68,39,32,37,62,40,70,40,39,38,19,38,59,31,76,32,42,31,12,27,44,55,66,72,29,78,51,69,45,85
63,39,28,37,60,37,71,40,36,38,21,38,57,32,82,32,38,27,12,27,47,54,63,72,32,73,45,69,49,79
66,37,27,39,56,40,74,38,39,40,21,40,56,27,82,29,38,29,12,27,45,56,60,78,29,73,49,75,48,85
66,38,28,36,59,39,74,39,36,37,20,38,57,28,79,29,41,27,12,27,50,60,66,72,29,74,45,69,45,79
66,35,27,38,57,36,72,35,33,39,19,39,55,29,78,28,36,31,12,27,44,54,64,72,35,73,51,69,51,79
63,39,32,36,59,40,70,40,39,37,25,37,57,32,76,29,42,31,12,27,48,55,63,73,35,73,51,69,51,79
65,39,28,35,58,40,71,40,36,36,21,36,56,32,79,32,39,28,12,27,44,59,64,74,29,79,49,75,50,85
65,38,29,40,56,37,75,37,36,39,25,41,53,29,82,28,38,31,12,27,47,60,66,72,30,73,47,69,46,79
68,37,28,37,56,36,70,37,38,38,21,37,53,27,78,29,40,32,12,27,44,55,60,72,29,75,45,69,45,79
63,37,27,38,60,36,70,38,36,37,20,40,56,29,82,32,39,29,12,29,50,56,64,75,35,77,45,74,49,83
63,39,30,40,56,40,70,40,37,40,19,41,53,32,76,32,38,32,12,31,48,54,60,72,33,75,50,69,50,79
64,38,30,40,56,38,72,38,35,40,25,41,53,28,79,30,36,32,18,33,44,54,66,72,29,74,50,75,45,79
69,36,26,37,58,34,76,40,39,35,19,38,55,26,76,26,38,26,18,27,48,58,66,75,29,76,45,72,47,79
67,36,29,38,59,37,74,38,36,39,23,40,56,29,82,30,38,30,16,32,47,54,66,72,31,73,47,75,50,83
69,39,30,40,62,40,76,40,33,37,25,40,53,26,81,32,42,27,18,28,50,54,64,72,33,74,45,71,45,81
67,36,26,39,56,37,75,38,35,40,23,40,53,29,76,29,36,32,17,33,44,60,66,72,29,73,45,69,45,79
63,37,32,40,56,38,76,37,37,40,25,41,53,28,82,26,37,32,12,27,46,59,66,76,35,79,48,75,51,85
65,37,27,39,58,38,72,38,35,39,20,40,55,31,78,31,40,32,15,27,50,60,66,76,30,75,45,69,45,82
63,37,32,37,56,37,71,38,38,38,25,37,54,29,80,29,38,31,18,33,46,58,65,73,35,73,51,69,49,79
63,39,29,39,62,40,76,40,39,39,23,41,59,32,79,29,42,31,18,33,50,54,66,75,29,73,51,75,45,82
68,39,29,39,61,40,76,40,39,39,21,40,59,32,76,32,41,29,12,27,49,58,61,72,35,73,45,75,45,85
63,39,32,39,57,40,70,40,39,39,25,40,55,32,82,26,42,30,18,31,44,55,66,73,29,73,46,74,45,83
66,39,32,40,56,38,72,40,36,40,25,41,53,29,82,26,38,32,12,30,44,60,66,77,29,77,51,69,51,79
65,39,29,40,59,40,71,40,35,40,22,41,56,32,81,32,36,32,12,27,47,54,60,72,34,73,48,69,48,79
66,35,26,36,59,36,71,35,39,40,21,37,57,30,76,26,42,32,12,30,50,60,65,75,33,77,48,75,45,85
65,38,30,39,58,39,73,38,37,39,24,40,55,32,82,31,39,32,16,27,47,55,60,72,34,73,47,69,49,79
63,37,31,38,56,38,70,38,37,38,24,39,53,31,76,31,39,31,16,33,45,58,66,72,29,73,48,75,51,85
66,39,30,37,58,40,73,40,36,38,23,38,59,32,77,32,37,31,16,33,47,54,60,73,34,73,46,69,46,79
63,39,26,40,56,40,70,40,33,40,20,41,53,30,80,31,40,30,12,27,48,58,66,78,34,77,51,75,45,84
69,33,32,34,60,40,71,40,39,35,25,35,59,32,77,32,42,26,17,27,45,60,60,72,35,73,51,69,51,79
69,39,31,35,62,40,70,40,39,36,23,36,59,32,76,30,42,28,12,27,50,56,62,72,33,73,46,69,48,82
63,33,32,38,56,34,70,35,34,38,25,39,53,26,76,26,36,32,14,33,50,60,60,72,35,73,48,69,48,79
64,34,27,38,56,36,72,35,33,39,20,39,53,26,82,26,36,31,12,27,44,57,66,72,35,73,45,69,51,82
69,38,26,37,57,40,70,39,39,40,25,39,54,32,80,32,41,31,14,32,46,57,63,72,34,73,45,69,47,79
69,33,27,34,61,34,76,34,33,34,21,35,56,26,82,26,36,26,14,27,46,60,66,78,33,78,45,75,45,85
63,37,32,38,56,38,70,38,38,39,25,38,53,26,76,31,38,28,18,31,47,58,60,72,35,73,45,75,50,79
65,39,32,38,62,40,70,40,39,38,25,40,59,32,76,32,42,30,12,31,50,60,60,74,34,75,50,69,50,80
68,36,32,40,62,34,74,38,39,40,19,41,59,26,76,30,42,32,15,33,49,54,65,75,31,75,46,73,45,83
63,37,29,40,56,36,70,37,39,40,19,41,53,31,81,26,39,31,18,27,50,60,60,78,29,79,51,75,45,85
65,35,32,39,62,35,76,40,39,39,22,41,58,27,76,27,41,30,14,27,50,56,60,77,35,77,51,73,51,84
64,39,31,38,56,39,72,40,38,39,25,39,54,29,82,31,39,29,18,30,44,57,66,74,29,74,51,69,51,79
63,37,32,38,56,38,70,38,38,39,25,38,53,26,76,31,38,28,18,31,47,58,60,72,35,73,45,75,50,79
68,33,27,40,56,34,76,34,37,40,23,41,53,26,82,26,38,30,18,31,47,57,60,76,31,73,47,74,51,83
69,33,32,40,56,40,76,34,39,40,25,41,53,32,82,26,38,30,12,27,44,59,66,72,35,74,51,69,45,83
69,33,32,40,56,40,76,34,39,40,25,41,53,32,82,26,38,30,12,27,44,59,66,72,35,74,51,69,45,83
65,33,32,36,56,34,70,34,37,38,25,37,53,30,77,26,38,32,16,27,44,57,60,78,35,79,45,75,51,80
66,38,32,38,60,38,73,39,39,39,25,39,57,27,82,31,41,28,13,33,47,54,60,72,35,73,45,69,45,79
63,33,31,36,57,34,70,34,37,37,25,37,53,28,76,32,39,30,12,27,50,56,66,72,35,75,47,71,48,82
64,39,32,38,60,40,70,40,39,38,25,39,58,32,76,32,42,32,18,33,49,60,61,72,35,73,45,69,48,79
63,39,32,36,56,40,70,40,37,40,25,36,53,32,76,32,40,26,14,33,50,60,60,75,29,79,51,70,45,79
63,36,32,40,56,37,70,35,39,40,25,41,53,30,76,32,39,32,18,32,50,57,60,72,35,78,45,75,45,85
69,37,32,40,56,34,70,34,39,40,25,41,53,26,76,27,40,29,17,27,50,57,60,78,35,73,51,75,51,84
68,35,32,40,58,40,76,35,38,34,24,41,57,32,82,26,38,26,18,30,44,60,61,78,35,79,51,75,51,85
69,33,26,40,62,36,76,34,33,40,19,40,53,29,76,32,36,29,18,33,50,60,60,78,35,73,51,75,51,85
68,39,31,39,61,39,76,39,39,40,25,40,57,32,82,32,42,32,18,33,50,59,65,78,35,78,45,75,51,84
63,33,32,40,62,34,76,40,33,40,19,41,53,26,76,32,42,32,12,27,44,60,66,78,29,73,46,69,45,79
64,35,31,37,57,35,70,36,38,37,25,37,54,28,76,28,40,29,18,30,47,54,64,72,34,77,48,75,48,84
63,38,26,36,58,39,70,38,39,36,22,36,56,32,76,30,42,31,13,30,48,60,62,78,29,73,51,75,51,85
63,38,30,40,56,38,74,37,35,40,19,41,53,31,81,28,36,32,18,28,44,56,60,76,32,78,51,74,51,83
68,35,28,40,58,37,70,36,39,40,25,41,55,30,76,28,41,32,12,27,49,54,65,72,31,73,45,69,47,79
63,39,32,39,58,40,70,40,39,40,24,39,55,32,78,30,41,32,16,27,44,60,66,72,29,73,51,69,51,79
67,39,26,40,59,40,70,40,33,40,19,40,55,32,77,32,39,32,18,33,50,57,63,72,29,79,50,70,51,80
63,39,30,37,56,40,70,40,39,38,25,37,55,32,76,26,39,30,12,28,46,60,62,72,29,73,51,69,47,79
68,34,28,37,56,36,76,35,35,38,22,38,53,27,82,26,37,28,18,28,45,56,66,72,29,74,45,75,49,85
65,35,26,35,56,36,74,36,33,36,19,36,59,28,80,28,36,28,12,28,49,56,63,72,35,73,49,69,50,79
63,39,26,38,58,40,70,40,39,39,19,39,56,32,81,28,41,32,12,33,50,56,66,74,32,73,45,73,51,84
63,33,32,40,56,34,70,34,36,40,25,41,53,26,76,29,36,32,18,27,44,57,61,72,29,79,45,70,51,79
69,35,26,34,56,40,76,40,33,34,24,41,53,31,82,26,41,26,18,27,46,60,66,72,33,73,45,75,46,79
63,38,27,37,56,38,70,39,35,38,25,38,54,30,82,26,36,29,18,30,44,54,65,72,31,73,51,69,45,79
63,37,32,36,56,39,70,38,37,37,25,35,54,30,82,26,40,26,18,33,46,55,60,73,34,74,51,71,45,81
66,34,28,38,59,35,75,35,35,38,21,39,53,30,82,26,36,32,14,27,46,59,66,75,35,79,47,75,46,84
63,39,32,38,60,40,70,40,39,38,25,38,59,29,78,29,42,31,18,27,46,55,66,75,29,73,45,69,51,79
63,39,29,36,60,40,70,40,39,37,21,37,58,32,76,26,42,29,12,29,50,60,63,72,29,73,51,69,51,79
63,38,31,40,57,38,70,38,39,40,24,41,55,30,81,32,41,31,17,33,48,57,66,72,34,74,49,69,48,81
63,36,31,40,56,36,70,36,36,40,25,41,53,29,80,26,38,32,14,27,45,60,62,72,32,78,46,75,50,83
69,33,28,36,62,34,76,34,39,35,19,39,56,26,76,26,41,29,13,30,44,59,66,72,29,73,45,75,45,79
65,38,29,36,59,39,71,39,39,36,23,37,57,30,76,31,42,28,12,27,49,55,63,72,29,73,51,69,50,79
63,39,32,40,56,39,70,38,36,39,25,41,54,31,76,32,39,31,12,27,45,54,65,72,30,79,45,75,45,85
66,37,28,39,62,40,70,38,39,38,21,40,59,32,82,26,42,30,12,27,50,56,66,75,30,79,45,73,51,79
64,39,32,40,56,40,70,39,37,40,25,41,53,32,80,31,38,32,16,29,45,57,60,72,32,73,51,69,45,84
66,39,30,38,60,40,71,40,38,38,24,38,58,32,76,26,40,31,12,27,50,57,64,72,31,73,50,71,50,80
63,38,26,35,56,38,70,39,34,36,23,36,53,30,78,32,37,28,18,28,44,54,65,76,29,78,45,75,51,85
66,39,32,40,58,40,72,40,39,40,25,41,57,32,77,32,40,32,18,33,44,56,66,75,29,74,51,73,45,80
66,37,32,39,59,38,73,38,39,40,25,40,54,30,76,29,41,31,12,27,50,58,66,72,35,79,49,75,50,85
66,36,30,36,58,38,73,37,39,38,20,38,57,32,79,26,42,32,14,30,48,60,61,76,32,76,45,69,50,83
67,39,31,35,59,40,74,40,39,36,25,41,57,32,81,32,42,31,16,27,45,54,66,72,29,79,51,69,51,79
69,35,31,38,56,37,70,36,37,40,23,40,53,30,79,29,38,32,12,28,47,59,66,72,32,74,45,71,45,80
68,38,32,35,59,39,70,38,39,37,25,36,56,32,76,29,41,29,13,27,46,57,61,72,31,73,45,69,50,80
63,39,32,36,56,39,70,40,38,36,25,37,53,31,82,26,40,29,18,33,44,54,60,72,35,77,45,69,45,79
67,37,28,38,58,37,70,37,33,38,25,39,56,28,82,30,36,28,12,31,50,59,66,72,29,73,45,75,45,85
65,39,31,40,56,38,73,40,35,40,25,41,53,29,82,27,40,29,12,27,50,56,66,78,35,74,51,75,46,79
66,38,31,40,58,39,72,38,38,40,25,41,54,31,78,30,39,32,18,28,49,60,66,72,34,73,45,69,45,79
67,36,30,40,59,36,74,37,36,40,25,41,53,32,79,29,36,32,16,28,46,55,66,72,35,73,47,71,47,79
64,39,31,37,62,40,70,40,33,36,19,35,56,32,76,29,40,30,12,28,46,54,60,72,34,73,45,69,45,79
65,33,28,35,58,34,72,34,34,36,22,36,53,32,82,30,37,32,12,33,46,60,66,72,32,73,45,69,51,80
65,35,28,40,59,37,71,36,39,40,20,41,57,30,76,29,40,32,12,27,50,60,60,72,30,79,51,69,45,85
67,36,26,40,56,38,70,38,36,40,25,41,56,30,82,28,36,32,14,32,44,60,60,72,35,73,45,69,49,79
66,39,29,39,56,40,73,40,37,40,23,40,53,31,79,32,39,30,14,31,45,60,62,78,29,75,45,69,45,84
65,38,32,38,56,38,73,39,37,38,25,39,53,31,78,32,38,31,17,33,44,58,65,72,29,73,45,69,48,79
63,38,32,40,56,39,70,39,37,40,25,41,53,31,76,32,39,32,13,33,49,55,60,72,35,73,46,71,47,79
69,37,27,37,57,35,76,40,37,38,21,41,54,28,76,26,40,29,18,27,47,57,66,72,29,73,45,69,45,79
63,35,31,37,56,35,70,35,37,37,25,38,54,27,76,28,37,30,18,31,44,60,61,72,33,73,45,69,46,79
69,33,29,40,61,34,76,34,37,40,25,41,53,29,82,26,37,32,16,27,47,60,66,78,35,73,47,75,46,85
63,39,31,34,61,40,75,40,39,34,25,35,59,32,82,32,41,26,12,27,49,59,60,78,29,73,51,75,45,83
69,39,29,40,56,38,76,40,38,40,19,41,53,32,81,32,39,32,16,27,48,58,66,78,29,79,45,75,45,85
67,37,31,37,58,38,72,38,36,38,24,38,54,31,78,31,39,31,12,27,44,56,66,78,29,79,47,75,51,81
63,37,29,39,59,39,70,38,37,39,23,39,58,31,78,26,39,32,14,27,50,60,60,77,35,77,50,75,47,84
63,36,32,40,56,37,70,37,34,40,25,41,53,30,82,26,36,32,18,33,45,54,66,74,35,78,50,74,51,85
65,38,30,36,58,39,70,39,37,37,25,37,55,31,77,31,40,30,18,30,47,54,65,72,29,73,45,69,51,79
69,34,26,36,62,36,73,34,33,37,19,36,59,26,76,26,36,26,17,28,47,58,61,78,34,79,45,75,45,79
65,33,29,34,57,34,71,34,38,35,23,35,54,26,78,26,40,27,12,29,47,57,66,78,31,78,48,75,45,85
66,39,32,40,62,39,73,40,39,40,23,41,59,29,76,26,42,26,12,27,50,58,60,72,35,73,51,69,51,79
63,39,30,40,58,40,72,40,39,40,23,41,56,32,76,26,42,30,18,27,47,57,60,78,35,79,51,75,51,85
67,37,29,36,61,38,75,38,36,37,24,37,56,30,82,26,36,29,18,29,44,60,66,72,32,73,45,75,45,85
64,37,32,39,56,38,72,38,37,40,25,41,58,29,82,30,38,31,18,33,50,54,60,78,30,78,46,73,46,85
66,39,31,36,62,40,72,40,39,37,24,37,59,32,77,26,42,29,12,27,44,54,66,72,30,73,50,72,45,80
65,34,27,37,58,35,72,35,39,37,20,38,53,26,76,26,39,28,12,33,50,60,65,76,30,75,49,75,49,84
64,38,26,40,62,39,76,36,33,40,24,41,53,26,76,32,36,26,12,27,50,60,60,72,35,73,45,69,45,79
64,37,28,38,57,38,73,39,37,38,20,39,55,29,78,30,42,30,12,31,48,60,66,72,30,78,45,69,45,83
63,36,28,39,56,37,71,37,35,39,25,40,53,30,82,26,36,26,18,32,44,60,63,78,35,79,51,75,51,85
66,38,28,38,58,39,70,39,34,39,22,39,58,32,79,26,39,31,12,28,50,60,64,72,29,73,51,69,51,85
64,33,32,35,56,34,70,34,35,36,22,37,53,26,76,32,37,28,18,29,47,59,66,72,35,73,45,69,51,79
69,33,32,40,62,34,76,39,39,40,25,41,53,26,82,26,42,32,18,33,44,60,66,78,34,73,45,69,45,79
69,34,28,37,59,36,75,35,36,38,19,38,53,32,76,31,37,31,12,32,44,59,66,72,29,73,45,69,45,80
63,36,32,37,56,38,70,36,37,38,25,36,53,32,76,30,39,32,18,33,48,54,65,78,29,76,45,69,51,85
63,39,32,40,56,39,73,40,37,40,25,41,53,31,78,31,38,32,12,27,44,60,66,75,31,75,45,71,45,81
69,39,32,36,58,40,71,39,39,37,25,37,59,29,77,30,42,29,16,29,48,54,60,73,30,73,46,70,45,79
64,35,29,38,56,36,72,37,37,38,22,39,53,28,80,30,39,29,15,33,47,59,63,72,35,74,48,69,51,80
63,39,32,34,56,40,76,39,34,34,25,35,53,27,82,28,36,27,12,27,44,54,66,72,29,73,49,69,51,79
63,34,27,39,56,35,70,35,33,40,24,40,55,26,78,27,36,32,16,33,44,58,66,72,33,73,45,73,49,85
67,33,32,38,60,34,72,34,39,39,25,39,58,26,78,26,41,32,14,27,48,54,66,78,29,73,45,69,51,85
69,39,32,35,60,39,73,39,38,36,25,36,59,31,78,31,39,27,13,30,44,54,66,74,29,73,45,70,45,80
65,37,30,38,58,38,72,38,38,38,24,39,55,29,78,28,40,29,15,33,49,58,66,74,29,75,45,70,45,80
63,35,31,36,56,36,70,36,33,39,24,37,54,28,81,26,36,32,18,27,50,57,60,78,29,79,51,75,51,85
69,33,32,39,56,40,76,34,39,40,25,40,59,27,82,28,42,30,12,31,45,60,61,72,35,73,49,69,51,79
68,36,29,36,56,37,72,36,37,37,25,37,53,32,82,32,39,32,18,33,46,60,66,76,29,74,45,74,45,83
64,39,27,37,59,40,70,40,37,38,19,38,57,32,76,32,40,31,12,30,50,58,66,75,29,75,45,72,51,83
65,38,32,40,59,39,72,39,37,40,25,40,58,32,78,32,37,32,18,33,47,54,62,72,34,73,48,69,49,79
63,38,27,38,59,39,70,39,39,38,19,39,56,31,76,32,40,29,12,28,50,57,62,75,30,75,48,73,46,82
69,39,32,39,56,38,76,40,38,40,19,41,53,31,81,32,39,32,16,27,47,56,63,72,29,75,51,71,45,79
68,39,27,38,58,40,76,40,39,39,19,39,56,30,82,30,42,28,12,27,47,55,65,78,29,73,51,70,45,79
67,34,26,39,56,35,74,35,34,40,19,40,53,28,82,27,36,31,18,27,44,55,66,75,31,74,51,69,47,79
67,37,29,39,58,38,74,38,38,40,21,40,56,30,80,30,40,31,13,32,47,60,66,72,29,73,45,69,50,85
63,39,26,36,56,39,70,40,33,35,19,37,53,31,76,32,36,32,18,27,46,60,60,78,35,73,51,75,51,85
65,39,31,40,60,40,71,40,39,40,24,41,57,32,76,32,42,32,12,27,50,60,60,73,35,79,51,69,51,84
67,36,31,38,59,38,75,37,38,39,24,39,53,26,79,26,39,26,12,32,44,54,66,72,35,73,50,69,51,79
64,39,32,40,57,40,71,40,38,40,20,41,53,26,76,26,37,26,15,31,45,54,60,75,35,75,51,71,50,81
69,38,28,38,60,39,76,39,35,39,21,39,54,29,82,28,38,29,16,27,46,59,66,78,32,79,45,75,45,85
64,37,32,38,58,38,70,37,39,40,25,39,58,28,78,28,42,26,12,33,50,56,66,72,31,79,45,75,45,85
63,34,32,40,56,35,70,35,38,40,21,41,53,28,77,26,39,32,12,29,50,54,60,78,34,73,45,69,45,79
63,39,29,36,57,38,70,40,35,36,24,37,55,31,79,32,37,26,12,27,50,54,66,72,35,77,51,69,45,82
67,38,31,37,56,38,76,39,38,38,25,38,53,31,82,26,40,31,18,27,46,58,60,78,33,76,45,69,46,83
65,35,29,35,58,36,71,36,36,36,22,37,56,28,76,28,39,28,12,30,48,55,64,72,34,73,45,70,49,80
63,37,28,38,57,38,70,37,38,39,21,40,55,30,76,29,39,30,18,27,48,55,60,77,35,78,51,75,48,83
65,39,29,38,58,40,72,40,38,40,23,39,59,31,80,26,39,32,16,27,44,60,60,78,29,79,51,75,50,85
63,39,29,37,56,39,70,40,35,38,25,38,54,30,82,32,38,28,18,30,44,58,64,78,31,75,51,69,51,79
69,39,32,40,56,38,75,40,38,40,25,41,55,30,77,32,40,31,12,27,44,57,60,77,35,77,48,75,47,84
69,33,32,40,62,34,76,34,39,40,25,41,53,28,81,26,42,31,14,33,47,59,66,73,29,79,45,75,45,85
66,39,32,36,60,40,70,40,39,37,25,35,57,32,76,32,42,30,18,27,45,60,66,78,33,73,51,75,45,79
66,33,26,40,62,34,76,34,39,34,23,41,59,26,82,26,42,32,12,31,50,60,66,78,29,79,47,69,45,79
63,35,28,39,59,40,70,40,39,40,19,39,55,26,76,26,41,29,12,33,48,59,60,78,29,79,51,75,51,85
68,35,27,38,59,37,76,36,35,39,21,39,54,32,82,26,36,32,17,27,47,59,66,72,35,73,46,69,46,80
63,36,32,38,57,36,70,37,37,38,25,39,53,28,82,26,39,29,12,33,44,55,60,72,29,79,51,75,48,79
69,33,26,35,59,34,76,34,39,34,20,36,56,30,76,26,42,31,13,30,50,60,60,72,30,73,45,69,45,82
63,39,28,35,56,39,70,40,38,40,25,36,53,31,80,32,38,32,18,27,49,56,60,72,35,73,51,69,48,79
65,39,32,35,60,40,71,40,39,34,19,37,59,31,81,32,42,26,12,29,48,54,66,72,33,73,45,69,45,79
65,39,32,37,58,40,70,40,39,38,25,39,55,29,77,31,41,28,18,31,46,54,61,75,30,74,51,72,45,81
65,38,29,36,59,39,72,39,37,37,22,37,57,29,81,32,42,27,15,29,47,54,63,72,31,73,49,69,50,79
66,39,32,39,57,39,70,39,39,40,24,40,55,32,77,32,41,32,17,33,47,54,64,72,29,73,48,69,51,79
68,38,30,39,60,38,70,39,38,40,24,41,56,31,76,31,40,32,13,27,50,60,65,72,35,78,45,72,51,80
69,38,30,40,57,34,76,39,39,40,25,41,53,29,77,26,39,31,12,29,50,56,61,78,29,73,51,75,51,84
65,38,32,38,58,40,76,35,39,38,19,36,56,32,82,27,41,31,17,27,48,56,65,72,29,73,48,69,49,79
66,38,28,36,59,38,74,40,39,37,22,38,59,30,82,32,41,29,18,31,48,55,60,78,32,78,45,75,51,85
67,39,32,36,59,40,72,40,39,37,25,36,57,32,79,32,42,30,18,30,46,60,60,73,29,73,45,75,45,85
67,37,29,39,60,38,75,38,36,40,22,40,56,30,81,31,38,32,18,31,46,54,66,72,29,74,45,69,45,85
63,39,29,39,57,40,76,39,36,40,23,40,56,32,82,28,37,32,15,32,47,56,60,72,33,73,45,69,45,79
67,38,29,38,59,38,75,39,37,38,22,39,56,30,80,30,40,30,13,32,49,54,66,72,30,73,49,75,46,85
65,39,31,39,59,40,72,40,38,40,23,40,58,32,79,32,40,32,12,33,44,54,60,72,29,73,51,69,50,79
65,34,32,37,59,35,72,36,39,37,25,38,56,28,76,28,41,30,12,27,45,60,63,72,35,73,50,69,51,79
66,39,32,34,62,40,70,40,39,34,25,35,59,32,76,30,42,26,15,27,50,60,62,72,29,73,47,75,45,85
66,39,26,37,56,39,74,40,33,38,20,38,54,30,77,31,36,30,16,28,44,59,65,78,29,75,51,73,51,84
69,33,32,38,62,34,76,34,39,38,21,41,59,26,82,26,42,30,16,33,45,56,66,72,29,78,45,75,45,84
68,39,30,35,60,39,75,39,37,37,24,36,53,32,82,32,38,29,18,27,44,57,60,76,34,76,48,74,45,82
63,39,29,36,57,38,70,40,33,38,25,38,56,30,76,26,40,26,18,31,46,54,63,72,29,73,51,69,51,79
63,33,32,38,56,40,70,40,39,39,25,39,55,31,76,26,42,28,15,32,44,57,66,76,35,73,45,69,51,79
63,35,29,36,56,37,70,36,36,37,24,37,53,27,76,29,38,28,18,30,46,60,60,72,35,73,47,69,46,79
64,37,29,40,56,38,70,37,36,40,23,41,53,30,76,29,37,32,16,33,46,59,66,73,29,76,45,71,45,82
66,36,26,35,58,37,70,37,34,36,20,36,54,30,76,29,37,27,12,29,48,57,65,72,29,79,47,75,45,85
66,33,32,34,62,35,73,34,37,38,25,35,55,32,76,29,42,26,18,27,44,55,66,72,34,75,45,71,45,81
64,35,28,37,56,35,72,35,37,37,22,38,53,27,78,27,39,28,15,29,47,54,60,72,35,73,45,69,48,79
63,33,32,34,56,40,70,34,39,35,25,35,53,32,76,26,42,26,18,33,48,54,66,73,35,76,50,73,45,83
66,39,28,40,56,40,71,40,34,40,25,41,53,32,82,31,36,32,14,30,44,54,60,75,35,75,48,72,47,82
64,38,30,34,57,39,71,39,38,35,23,35,55,27,76,28,42,26,16,27,46,55,60,72,29,73,45,69,45,83
69,36,28,38,60,37,76,37,36,38,20,39,55,30,82,30,39,30,12,27,46,58,66,77,35,78,45,74,47,84
63,35,28,34,56,40,70,34,33,34,23,35,53,31,82,26,37,26,17,33,50,60,66,78,31,79,50,75,45,85
64,39,32,40,56,38,74,40,37,40,19,41,54,29,81,32,38,28,18,28,46,60,60,72,29,79,45,75,45,85
64,37,29,39,58,38,70,38,36,40,25,40,56,30,76,32,39,31,18,33,49,56,64,72,29,73,51,69,48,85
67,36,32,37,60,37,74,36,39,38,25,38,56,32,81,29,40,32,12,27,48,58,66,72,35,73,48,72,47,81
69,39,29,35,56,37,76,40,36,36,24,36,54,29,78,30,40,28,17,33,44,60,66,78,35,77,51,75,51,85
63,39,26,39,57,40,70,40,39,39,19,40,56,31,76,32,39,29,18,28,50,58,66,78,29,76,51,72,45,81
64,36,27,38,57,37,70,37,35,39,25,38,59,29,76,30,36,30,18,32,46,57,64,72,29,73,51,70,51,79
63,33,30,40,57,34,70,34,38,40,24,41,56,26,76,26,42,30,12,27,50,57,66,72,29,73,50,75,45,81
63,39,32,37,56,40,70,40,35,38,25,38,53,32,76,32,38,30,18,30,50,60,60,72,34,73,45,69,45,79
69,38,26,36,56,38,73,39,33,36,19,38,53,29,80,32,36,28,18,29,44,60,60,78,29,79,51,75,50,85
66,34,31,40,57,36,70,35,38,40,24,41,55,28,76,26,41,32,12,27,44,54,65,72,35,73,46,69,46,79
65,39,29,40,58,40,72,40,37,37,25,41,57,32,79,27,37,32,18,27,46,60,65,76,34,74,45,73,45,82
63,39,32,35,62,40,76,40,33,36,25,36,59,32,76,32,42,28,18,28,49,57,60,77,30,76,48,74,51,83
65,35,31,40,58,36,73,36,38,40,24,41,55,27,82,28,40,31,13,27,50,55,66,72,33,74,50,75,51,84
65,37,28,40,56,38,71,38,36,40,23,41,55,29,82,26,37,32,18,28,48,54,66,73,35,76,45,74,51,85
69,39,26,37,62,34,76,39,39,38,19,38,59,26,82,27,42,26,12,29,50,60,65,76,34,78,45,75,45,83
63,33,27,34,57,34,71,34,34,34,19,35,57,30,81,28,40,32,12,27,46,54,62,72,31,73,46,69,45,84
63,39,32,38,58,40,75,40,39,39,25,39,57,31,82,32,42,26,18,33,44,54,60,78,29,77,45,74,45,84
68,39,32,40,56,34,70,39,39,34,23,41,55,27,79,27,41,27,12,27,49,60,60,72,29,73,51,69,46,79
64,39,28,35,57,40,70,40,39,37,20,35,56,32,82,32,40,28,12,27,46,60,66,72,29,73,51,69,48,79
63,39,30,38,62,39,70,40,39,36,19,40,59,32,76,27,42,26,13,27,45,60,60,77,29,76,46,69,45,84
64,36,31,37,57,37,72,37,38,37,21,38,55,29,77,31,40,29,14,32,48,57,65,77,29,78,51,69,45,85
69,34,26,40,62,34,76,34,33,40,19,41,53,29,76,26,36,26,12,33,44,60,66,78,29,74,45,70,45,80
63,39,32,40,56,40,72,40,36,40,25,41,53,32,79,27,37,32,16,27,44,54,62,72,35,73,45,69,48,79
68,39,32,40,56,36,72,40,39,40,25,41,54,29,78,31,42,30,14,27,48,55,61,74,35,74,49,69,51,79
63,36,28,39,56,37,76,37,37,40,25,40,54,29,82,30,38,31,18,33,46,54,60,72,35,73,46,69,47,79
63,39,28,38,59,40,70,40,37,38,20,39,57,30,79,30,39,28,12,27,49,56,66,74,29,73,51,70,45,81
